Designator,Footprint,Quantity,Value,LCSC Part #
C1,CP_Radial_D6.3mm_P2.50mm,1,C_Polarized_Small_US,
SW4,SW_PUSH_6mm,1,SW_SPST,
XA1,Arduino_Nano_Socket,1,Arduino_Nano_Socket,
SW5,SW_PUSH_6mm,1,SW_SPST,
SW8,SW_PUSH_6mm,1,SW_SPST,
SW9,SW_PUSH_6mm,1,SW_SPST,
J1,RJ45_OST_PJ012-8P8CX_Vertical,1,8P8C,
SW3,SW_PUSH_6mm,1,SW_SPST,
SW6,SW_PUSH_6mm,1,SW_SPST,
SW2,SW_PUSH_6mm,1,SW_SPST,
SW7,SW_PUSH_6mm,1,SW_SPST,
SW1,SW_PUSH_6mm,1,SW_SPST,
