Designator,Mid X,Mid Y,Rotation,Layer
SW4,166.75,-61.0,0.0,top
XA1,160.42,-45.87,90.0,top
SW5,205.0,-68.75,0.0,top
SW8,147.75,-63.25,0.0,top
SW9,186.0,-68.0,0.0,top
J1,107.0,-41.5425,-90.0,top
SW3,125.25,-70.5,0.0,top
SW6,64.5,-68.25,0.0,top
SW2,83.75,-61.0,0.0,top
SW7,102.75,-63.5,0.0,top
SW1,45.5,-68.5,0.0,top
